date,Series ID.x,ppi,ppi_1mon,ppi_3mon,ppi_3mon_annualized,ppi_12mon,ppi_sma,all_items,all_items_monthly,all_items_3mon,all_items_3mon_annualized,all_items_12mon,core_items,core_items_monthly,core_items_3mon,core_items_3mon_annualized,core_items_12mon,...13,...14,...15,all_items_sma,core_items_sma,Series ID.y,cpi,cpi_1mon,cpi_3mon,cpi_3mon_annualized,cpi_12mon,cpi_sma,zero_based_ppi,zero_based_all_items,zero_based_core_items,zero_based_cpi,ppi_norm,all_items_norm,core_norm,cpi_norm
2021-01-01,WPSFD4,121.2,1,1.5,6.0,1.6,0.525,106.145,0.414,0.971,3.885,1.615,106.267,0.348,0.756,3.023,1.715,NA,NA,NA,0.26,0.20775,CUSR0000SA0,262.518,0.2,0.9,3.6,1.4,0.225,20,16.009,16.899,45.02999999999997,0.484900859378751,0.5117460926263302,0.5464334217163551,0.49505696776378266
2021-02-01,WPSFD4,122,0.7,2.1,8.4,2.9,0.55,106.522,0.355,1.26,5.038,1.885,106.499,0.218,0.897,3.589,1.753,NA,NA,NA,0.33075,0.24325,CUSR0000SA0,263.583,0.4,1,4,1.7,0.30000000000000004,20.799999999999997,16.38600000000001,17.131,46.09500000000003,0.5041048538095926,0.5237958257423212,0.5539352001552091,0.5066908447396307
2021-03-01,WPSFD4,122.8,0.7,2.3,9.2,4.1,0.7,107.066,0.511,1.286,5.143,2.713,106.945,0.419,0.988,3.951,2.256,NA,NA,NA,0.44125,0.3285,CUSR0000SA0,264.91,0.5,1.1,4.4,2.6,0.375,21.599999999999994,16.930000000000007,17.576999999999998,47.422000000000025,0.5233088482404341,0.5411832390449707,0.5683567224988681,0.521186764689818
2021-04-01,WPSFD4,124.1,1.1,2.4,9.6,6.4,0.875,107.662,0.557,1.429,5.717,3.725,107.594,0.607,1.249,4.995,3.221,NA,NA,NA,0.45925,0.39799999999999996,CUSR0000SA0,266.752,0.7,1.6,6.4,4.1,0.45,22.89999999999999,17.52600000000001,18.226,49.26400000000001,0.5545153391905516,0.5602326845015503,0.5893423009765245,0.541308456135368
2021-05-01,WPSFD4,125.3,1,2.7,10.8,6.9,0.875,108.207,0.506,1.582,6.327,4.155,108.167,0.533,1.566,6.265,3.644,NA,NA,NA,0.48225,0.44425000000000003,CUSR0000SA0,268.452,0.6,1.8,7.2,4.9,0.55,24.099999999999994,18.070999999999998,18.799000000000007,50.964,0.5833213308368141,0.5776520599610059,0.6078704003104186,0.5598789639841384
2021-06-01,WPSFD4,126.2,0.7,2.8,11.2,7.4,0.875,108.755,0.506,1.578,6.31,4.372,108.655,0.451,1.599,6.396,3.949,NA,NA,NA,0.52,0.5025,CUSR0000SA0,270.664,0.8,2.2,8.8,5.3,0.65,25,18.619,19.287000000000006,53.17599999999999,0.6049258245715111,0.595167321890881,0.6236500032335254,0.5840424718438326
2021-07-01,WPSFD4,127.504,1,2.7,10.8,7.9,0.95,109.28,0.483,1.503,6.011,4.533,109.12,0.428,1.418,5.673,4.01,NA,NA,NA,0.513,0.50475,CUSR0000SA0,271.994,0.5,2,8,5.3,0.65,26.304000000000002,19.144000000000005,19.75200000000001,54.50600000000003,0.636228335493783,0.6119474542142103,0.6386858953631251,0.5985711632784594
2021-08-01,WPSFD4,128.574,0.8,2.6,10.4,8.6,0.875,109.74,0.421,1.417,5.667,4.645,109.458,0.31,1.194,4.774,4.019,NA,NA,NA,0.479,0.4305,CUSR0000SA0,272.789,0.3,1.6,6.4,5.2,0.55,27.37400000000001,19.604,20.090000000000003,55.30099999999999,0.6619136780450339,0.6266500463451271,0.6496152105024899,0.6072556066547958
2021-09-01,WPSFD4,129.188,0.5,2.4,9.6,8.8,0.75,110.096,0.324,1.233,4.932,4.805,109.684,0.206,0.947,3.788,4.074,NA,NA,NA,0.4335,0.34875,CUSR0000SA0,273.887,0.4,1.2,4.8,5.4,0.5,27.987999999999985,19.960000000000008,20.316000000000003,56.399,0.6766527437707043,0.6380285741681848,0.6569229774299942,0.6192499699594725
2021-10-01,WPSFD4,130.061,0.7,2.0,8.0,8.9,0.75,110.808,0.647,1.398,5.593,5.407,110.217,0.486,1.005,4.021,4.501,NA,NA,NA,0.46875,0.3575,CUSR0000SA0,276.434,0.9,1.6,6.4,6.2,0.525,28.861000000000004,20.67200000000001,20.849000000000004,58.946000000000026,0.6976091026933606,0.6607856298143,0.6741576666882236,0.6470729602481895
2021-11-01,WPSFD4,131.455,1.1,2.2,8.8,10.0,0.775,111.494,0.619,1.598,6.393,5.986,110.778,0.509,1.206,4.824,4.951,NA,NA,NA,0.50275,0.37775,CUSR0000SA0,278.799,0.9,2.2,8.8,6.9,0.625,30.25500000000001,21.358000000000004,21.41000000000001,61.31099999999998,0.7310720629891022,0.6827116693834498,0.6922977429994183,0.6729078138142727
2021-12-01,WPSFD4,132.224,0.6,2.4,9.6,10.2,0.725,112.24,0.669,1.947,7.79,6.18,111.446,0.603,1.606,6.426,5.238,NA,NA,NA,0.56475,0.451,CUSR0000SA0,280.808,0.7,2.5,10,7.2,0.725,31.023999999999987,22.104,22.078000000000003,63.31999999999999,0.7495319026357482,0.7065554383609803,0.7138976912630149,0.694853784560261
2022-01-01,WPSFD4,133.576,1,2.7,10.8,10.2,0.85,112.829,0.525,1.824,7.296,6.297,111.973,0.473,1.593,6.373,5.369,NA,NA,NA,0.615,0.5177499999999999,CUSR0000SA0,282.39,0.6,2.2,8.8,7.6,0.775,32.37599999999999,22.692999999999998,22.605000000000004,64.90199999999999,0.7819866532238706,0.7253811487199152,0.7309383690098946,0.7121352806877639
2022-02-01,WPSFD4,134.821,0.9,2.6,10.4,10.5,0.9,113.496,0.591,1.796,7.182,6.547,112.436,0.413,1.497,5.987,5.575,NA,NA,NA,0.601,0.4995,CUSR0000SA0,284.535,0.8,2.1,8.4,7.9,0.75,33.620999999999995,23.36,23.068000000000012,67.04700000000003,0.811872869556868,0.7466999073097449,0.7459095906357114,0.7355668920616542
2022-03-01,WPSFD4,137.041,1.6,3.6,14.4,11.6,1.025,114.446,0.837,1.965,7.862,6.893,112.88,0.395,1.287,5.147,5.55,NA,NA,NA,0.6555,0.471,CUSR0000SA0,287.553,1.1,2.4,9.6,8.5,0.8,35.840999999999994,24.310000000000002,23.512,70.065,0.8651639541024535,0.7770639562757693,0.7602664424755868,0.7685350054072947
2022-04-01,WPSFD4,137.805,0.6,3.2,12.8,11.0,1.025,114.789,0.3,1.737,6.949,6.62,113.248,0.326,1.139,4.555,5.255,NA,NA,NA,0.56325,0.40175,CUSR0000SA0,288.764,0.4,2.3,9.2,8.3,0.7250000000000001,36.605000000000004,24.653000000000006,23.88000000000001,71.27600000000001,0.8835037687839075,0.7880269760603444,0.7721658151717005,0.7817637612925072
2022-05-01,WPSFD4,139.026,0.9,3.1,12.4,11.0,1,115.446,0.572,1.718,6.872,6.69,113.656,0.36,1.085,4.34,5.075,NA,NA,NA,0.575,0.3735,CUSR0000SA0,291.359,0.9,2.4,9.6,8.5,0.8,37.82600000000001,25.310000000000002,24.28800000000001,73.87099999999998,0.9128138652839796,0.8090261130821106,0.7853585979434783,0.8101110953322478
2022-06-01,WPSFD4,140.238,0.9,2.3,9.2,11.1,1,116.495,0.909,1.79,7.161,7.117,114.297,0.564,1.255,5.021,5.193,NA,NA,NA,0.6545,0.41125,CUSR0000SA0,294.996,1.2,2.6,10.4,9,0.9,39.038,26.35900000000001,24.929000000000002,77.50799999999998,0.9419079168467044,0.8425544155719628,0.8060854944060014,0.8498410583004704
2022-07-01,WPSFD4,139.837,-0.3,1.5,6.0,9.7,0.525,116.511,0.014,1.5,6.001,6.617,114.534,0.207,1.136,4.542,4.962,NA,NA,NA,0.44875,0.36424999999999996,CUSR0000SA0,294.977,0,2.2,8.8,8.4,0.625,38.636999999999986,26.375,25.16600000000001,77.48899999999998,0.9322819146382448,0.8430658100808639,0.8137489491043138,0.84963350556569
2022-08-01,WPSFD4,139.721,-0.1,0.5,2.0,8.7,0.35000000000000003,116.89,0.325,1.251,5.003,6.515,115.158,0.545,1.322,5.286,5.207,NA,NA,NA,0.455,0.419,CUSR0000SA0,295.209,0.1,1.3,5.2,8.2,0.55,38.521,26.754000000000005,25.790000000000006,77.721,0.9294973354457731,0.8551794675104675,0.8339261462846798,0.8521678336956401
2022-09-01,WPSFD4,140.137,0.3,-0.1,-0.4,8.5,0.19999999999999998,117.314,0.363,0.703,2.812,6.556,115.686,0.459,1.215,4.861,5.472,NA,NA,NA,0.40275000000000005,0.44375,CUSR0000SA0,296.341,0.4,0.5,2,8.2,0.425,38.937,27.177999999999997,26.318000000000012,78.85300000000001,0.9394834125498107,0.8687314219963559,0.8509991592834512,0.8645336071572921
2022-10-01,WPSFD4,140.666,0.4,0.6,2.4,8.2,0.07499999999999998,117.842,0.45,1.142,4.57,6.348,116.087,0.347,1.356,5.424,5.326,NA,NA,NA,0.28800000000000003,0.3895,CUSR0000SA0,297.863,0.5,1,4,7.8,0.25,39.465999999999994,27.706000000000003,26.71900000000001,80.375,0.9521820538672046,0.8856074407901043,0.8639655952919876,0.8811596735960148
2022-11-01,WPSFD4,141.18,0.4,1.0,4.0,7.4,0.25,118.104,0.222,1.039,4.154,5.929,116.417,0.284,1.093,4.373,5.09,NA,NA,NA,0.34,0.40875,CUSR0000SA0,298.648,0.3,1.2,4.8,7.1,0.325,39.980000000000004,27.968000000000004,27.049000000000007,81.160000000000025,0.9645206202890205,0.8939815258733658,0.8746362284162196,0.8897348786908885
2022-12-01,WPSFD4,140.696,-0.3,0.4,1.6,6.4,0.2,118.348,0.207,0.881,3.526,5.442,116.868,0.387,1.022,4.087,4.865,NA,NA,NA,0.3105,0.36924999999999997,CUSR0000SA0,298.812,0.1,0.8,3.2,6.4,0.325,39.495999999999995,28.212000000000003,27.5,81.32400000000001,0.9529022036583612,0.901780292134113,0.8892194270193364,0.8915263865068874
2023-01-01,WPSFD4,141.286,0.4,0.4,1.6,5.8,0.225,119.011,0.56,0.992,3.968,5.479,117.461,0.507,1.184,4.734,4.901,NA,NA,NA,0.35975,0.38125,CUSR0000SA0,300.356,0.5,0.8,3.2,6.4,0.35,40.086,28.875,28.093000000000004,82.868,0.967065149551107,0.9229712020967171,0.9083942313910626,0.9083927771648294
2023-02-01,WPSFD4,141.237,0,0.0,0.0,4.8,0.125,119.386,0.315,1.085,4.342,5.19,117.883,0.359,1.259,5.037,4.845,NA,NA,NA,0.326,0.38425,CUSR0000SA0,301.509,0.4,1,4,6,0.325,40.03699999999999,29.25,28.515,84.021000000000015,0.9658889048922178,0.9349570108990951,0.9220397076893229,0.9209879510175546
2023-03-01,WPSFD4,140.738,-0.4,0.0,0.0,2.7,-0.07499999999999998,119.53,0.121,0.999,3.995,4.442,118.279,0.336,1.207,4.829,4.783,NA,NA,NA,0.30075,0.39725,CUSR0000SA0,301.744,0.1,1,4,4.9,0.275,39.538,29.394000000000005,28.911,84.25600000000003,0.9539104133659804,0.9395595614792085,0.9348444674384013,0.9235550506319435
2023-04-01,WPSFD4,140.977,0.2,-0.2,-0.8,2.3,0.05000000000000002,119.893,0.304,0.741,2.964,4.446,118.642,0.307,1.005,4.022,4.763,NA,NA,NA,0.325,0.37725,CUSR0000SA0,303.032,0.4,0.9,3.6,4.9,0.35000000000000003,39.777,29.757000000000005,29.274,85.54399999999998,0.9596476067021944,0.9511618243999104,0.9465821638750566,0.9376249412844233
2023-05-01,WPSFD4,140.664,-0.2,-0.4,-1.6,1.2,-0.1,120.02,0.106,0.531,2.124,3.962,118.984,0.288,0.934,3.736,4.688,NA,NA,NA,0.2115,0.3225,CUSR0000SA0,303.365,0.1,0.6,2.4,4.1,0.25,39.463999999999984,29.884,29.616,85.87700000000001,0.9521340438811272,0.9552210183143155,0.9576408200219879,0.9412625760571534
2023-06-01,WPSFD4,140.672,0,0.0,0.0,0.3,-0.1,120.221,0.167,0.578,2.312,3.198,119.189,0.172,0.769,3.077,4.28,NA,NA,NA,0.1745,0.27575,CUSR0000SA0,304.003,0.2,0.7,2.8,3.1,0.2,39.471999999999994,30.085000000000008,29.820999999999998,86.51499999999999,0.9523260838254359,0.9616454118323904,0.9642695466597684,0.9482319784145152
2023-07-01,WPSFD4,141.461,0.6,0.3,1.2,1.2,0.15,120.373,0.126,0.4,1.601,3.315,119.332,0.12,0.582,2.326,4.189,NA,NA,NA,0.17575,0.22175,CUSR0000SA0,304.628,0.2,0.5,2,3.3,0.225,40.26100000000001,30.23700000000001,29.964,87.13999999999999,0.9712660233328538,0.9665036596669543,0.968893487680269,0.9550593710059749
2023-08-01,WPSFD4,142.353,0.6,1.2,4.8,1.9,0.25,120.803,0.357,0.652,2.61,3.348,119.449,0.098,0.391,1.563,3.726,NA,NA,NA,0.189,0.16949999999999998,CUSR0000SA0,306.187,0.5,0.9,3.6,3.7,0.25,41.153000000000006,30.667,30.081000000000003,88.69900000000001,0.9926784771232422,0.9802473870936808,0.9726767121515877,0.9720896190861125
2023-09-01,WPSFD4,142.658,0.2,1.4,5.6,1.8,0.35,121.267,0.384,0.87,3.48,3.37,119.842,0.329,0.548,2.191,3.592,NA,NA,NA,0.2585,0.17975,CUSR0000SA0,307.288,0.4,1.1,4.4,3.7,0.325,41.457999999999984,31.131,30.474000000000004,89.80000000000001,1,0.9950778278518231,0.9853844661449913,0.9841167538752279
2023-10-01,WPSFD4,142.144,-0.4,0.5,2.0,1.1,0.24999999999999997,121.299,0.026,0.769,3.077,2.934,120.01,0.14,0.568,2.273,3.379,NA,NA,NA,0.22325,0.17175,CUSR0000SA0,307.531,0.1,1,4,3.2,0.3,40.944,31.16300000000001,30.64200000000001,90.043,0.9876614335781847,0.9961006168696264,0.9908167884627824,0.9867712441147874
2023-11-01,WPSFD4,142.229,0.1,-0.1,-0.4,0.7,0.125,121.218,-0.067,0.344,1.374,2.637,120.088,0.065,0.535,2.14,3.153,NA,NA,NA,0.175,0.158,CUSR0000SA0,308.024,0.2,0.6,2.4,3.1,0.3,41.02900000000001,31.082000000000008,30.72,90.536,0.9897018579864618,0.9935116821683126,0.9933389381103278,0.9921566913909309
2023-12-01,WPSFD4,142.02,-0.1,-0.4,-1.6,0.9,-0.05,121.421,0.167,0.127,0.508,2.597,120.294,0.172,0.377,1.509,2.932,NA,NA,NA,0.1275,0.1765,CUSR0000SA0,308.742,0.2,0.5,2,3.3,0.225,40.82000000000001,31.28500000000001,30.926000000000002,91.25400000000002,0.9846848144414043,1,1,1
